tender_id,name_of_work,customer,inserted_time,Status,Stage,inserted_user_id
GEM_2024_B_5601022,"Non - Modular Piano Type Domestic Electrical Switches as per IS 3854,Non - Modular Piano Type Domes",Ministry of Culture NA,18-11-2024 13:06:41,,rejected,GEM BOT
GEM_2024_B_5617269,3 PHASE 4 POLE HEAVY DUTY 200 AMP CHANGEOVER SWITCH WITH ENCLOSURE,Ministry of Defence Department of Defence Production,18-11-2024 13:08:34,,rejected,GEM BOT
GEM_2024_B_5613144,"Presenter Logitech,8 Port LAN switch,Epson printer,HP printer,HDMI cable",Ministry of Defence Department of Military Affairs,16-11-2024 13:08:15,,rejected,GEM BOT
GEM_2024_B_5620923,"Video Conferencing Camera / Web Camera,Video Conferencing Camera / Web Camera",Ministry of Home Affairs Central Armed Police Forces,19-11-2024 13:08:35,,rejected,GEM BOT
GEM_2024_B_5533532,"Camera for CCTV System (V2),Camera for CCTV System (V2),Video Recorder for CCTV System (V2),Layer 2",PMO Department of Atomic Energy,19-11-2024 13:08:47,,rejected,GEM BOT
GEM_2024_B_5491339,"Microcontroller Based Alarm Panel,Panic switch,sounder 12V,media convertor,Desktop PC as per TS,Sof",Ministry of Defence Department of Military Affairs,18-11-2024 13:11:29,,pre_approved,GEM BOT
GEM_2024_B_5614400,"Ethernet Switch,Network switch,SFP duplex modules",Ministry of Chemicals and Fertilizers Department of Fertilizers,19-11-2024 05:03:50,Open,approved,GEM BOT
GEM_2024_B_5617608,"INDOOR FIXED IP DOME CAMERA,EMBEDDED NVR,HARD DISK",Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,19-11-2024 13:10:30,,FOR UPDATE,GEM BOT
GEM_2024_B_5618441,"Dome Camera,Bullet Camera,Dvr 8 Port,Hdd 2Tb,Cat 6 Wire,Supply 8 channel,Installation",Ministry of Defence Department of Ex-Servicemen Welfare,19-11-2024 13:13:49,,FOR UPDATE,GEM BOT
GEM_2024_B_5616484,"NVR 64 Channel with 4 TB Hard Disk,IP PTZ Outdoor Camera 2 MP,IR Bullet Camera 3 MP,8 Port POE Swit",Ministry of Defence Department of Military Affairs,19-11-2024 13:14:04,,FOR UPDATE,GEM BOT
GEM_2024_B_5610618,"Supply of 2 MP Fixed Dome Indoor Camera,Supply of 2 MP Fixed Bullet Outdoor Camera,Supply of 2 MP P",Ministry of Civil Aviation Airports Authority of India (AAI),19-11-2024 13:16:22,,FOR UPDATE,GEM BOT
GEM_2024_B_5617644,"TOUCH SCREEN KIOSKWITH BIOMETRIC CCTV MICROPHONE ETC,DESKTOP COMPUTER,SCANNER COPIER PRINTER 3 IN 1",Revenue and Relief Department Jammu and Kashmir,19-11-2024 13:16:44,,FOR UPDATE,GEM BOT
GEM_2024_B_5529055,"Interactive Panels with CPU,Interactive Panels with CPU,Video Conferencing Camera / Web Camera,Vide",Ministry of Defence Department of Military Affairs,19-11-2024 13:16:55,,FOR UPDATE,GEM BOT
GEM_2024_B_5616583,"CP PLUS BULLET CAMERA HD 12 MP,CP PLUS DVR 32 CH SINGLE SIDE,SAMSUNG TV 32 INCH,SEAGATE HARD DISK 4",Ministry of Defence Department of Military Affairs,19-11-2024 13:17:11,,FOR UPDATE,GEM BOT
GEM_2024_B_5619054,"2 MP IP Camera Dome or Bullet,4 MP Bullet Camera With Mic,8 TB HDD,8 Port Full Giga,4 Port Full Gig",Ministry of Education Department of School Education and Literacy,19-11-2024 13:17:29,,FOR UPDATE,GEM BOT
GEM_2024_B_5619674,Custom Bid for Services - 48 pcs CCTV cameras along with accessories gazette,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,19-11-2024 13:09:05,,rejected,GEM BOT
GEM_2024_B_5616948,"VGA to HDMI adaptor,Router,Web camera,Teflon to HP 3015,HDMI CABLE 30 mtr,VGA cable,Rj 45 connector",Ministry of Home Affairs Central Armed Police Forces,19-11-2024 13:11:05,,rejected,GEM BOT
GEM_2024_B_5414315,"Bullet CC Camera,Base License,Device License,Joy Stick,VMS Server,Workstation,55 inch Display,Displ",Ministry of Defence Department of Military Affairs,19-11-2024 13:12:08,,rejected,GEM BOT
GEM_2024_B_5587522,"MONITOR,STANDARD COLOUR CAMERA,CABLE CAMERA",Ministry of Coal COAL INDIA LIMITED,19-11-2024 13:13:23,,pre_approved,GEM BOT
GEM_2024_B_5593679,"Bullet Camerafor CCTV,Live Feed Display,UTP Cable CAT 6,Network Video recorder,Installation Charges",Ministry of Defence Department of Military Affairs,19-11-2024 13:18:32,,FOR UPDATE,GEM BOT
GEM_2024_B_5619993,"AR VR Smart Glass,AR VR Smart Glass Supported Phones,Mobile Powered VR Headset,Mobile Powered VR He",SKUAST Kashmir,19-11-2024 13:18:16,,rejected,GEM BOT
GEM_2024_B_5619382,"Elevated Plus Maze,Software,Camera,Desktop computer,Printer",Ministry of AYUSH NA,19-11-2024 13:17:43,,direct_rejected,GEM BOT
GEM_2024_B_5549681,"CP Plus 31 Channel NVR,CP Plus 2 MP IP Bullet Camera,2 TB Hard Disk,CP Plus POE Switch 14,TP Link P",Ministry of Defence Department of Military Affairs,19-11-2024 13:19:17,,FOR UPDATE,GEM BOT
GEM_2024_B_5620607,"Camera,POE Switch,HDD,CAT6 Cable 305 MTR,HDMI Converter,Electric Work",Ministry of Defence Department of Military Affairs,19-11-2024 13:19:38,,FOR UPDATE,GEM BOT
GEM_2024_B_5573264,Dome Camera with PTZ facility including 1500 meter wire and accessories,Ministry of Defence Department of Military Affairs,19-11-2024 13:19:47,,FOR UPDATE,GEM BOT
GEM_2024_B_5619399,"32C Network Video Recorder,8C Network Video Recorder,Industrial Grade PTZ Camera,Bullet Camera IP b",Ministry of Culture NA,19-11-2024 13:21:17,,FOR UPDATE,GEM BOT
GEM_2024_B_5620745,"CP Plus PTZ Camera,D Link LAN Extender,CP Plus IP Camera,8 Channel NVR CP Plus,8 Channel DVR CP Plu",Ministry of Defence Department of Military Affairs,19-11-2024 13:21:34,,FOR UPDATE,GEM BOT
GEM_2024_B_5581371,"CCTV Camera,Digital Video Recorder,LED Monitor 40,Attendance Monitor,UPS 15 KVA,Cableing and Instal",Ministry of Defence Department of Military Affairs,19-11-2024 13:23:57,,FOR UPDATE,GEM BOT
GEM_2023_B_3979263,Custom Bid for Services - CAMC for CCTV Surveillance systems installed at SOQ  18 BANGALORE,Ministry of Defence Department of Defence Production,19-11-2024 13:24:19,,rejected,GEM BOT
GEM_2024_B_5608687,Cluster Outsourcing for Maintenance of Landline and Broadband network Copper wire - Only Landline; ,Ministry of Mines NA,19-11-2024 13:25:00,,rejected,GEM BOT
GEM_2024_B_5618713,Cluster Outsourcing for Maintenance of Landline and Broadband network Copper wire - Only Landline; ,Ministry of Statistics and Programme Implementation Department of Statistics and Programme Implementation,19-11-2024 13:25:18,,rejected,GEM BOT
GEM_2024_B_5621137,Network Attached Storage (NAS) Device,Department of Space Department of Space,19-11-2024 13:24:51,Open,rejected,GEM BOT
GEM_2024_B_5618170,"Completion of Inception Report and existing network architecture,Completion of Draft Report of netw",Ministry of Railways Railways Public Sector Undertakings,19-11-2024 13:25:10,,rejected,GEM BOT
GEM_2024_B_5606087,"Wireless Access Point (V2),Wireless Access Point (V2),Fibre Cable  for Networking,Fibre Cable  for ",Ministry of Civil Aviation Airports Authority of India (AAI),19-11-2024 13:25:31,,FOR UPDATE,GEM BOT
GEM_2024_B_5590985,Custom Bid for Services - ANNUAL MAINTENANCE CONTRACT FOR NETWORKING DEVICES  SERVICE MANAGEMENT SY,Ministry of Defence Department of Military Affairs,19-11-2024 13:25:46,,FOR UPDATE,GEM BOT
GEM_2024_B_5602847,"Network Switch,Jack Panal,UPS,Rack,Patch cord,Patch cord,OFC Patch cord,CAT 6 Cable,Box,OFC Patch c",Ministry of Defence Department of Military Affairs,19-11-2024 13:27:56,,FOR UPDATE,GEM BOT
GEM_2024_B_5617474,HDMI 8 x 8 Switcher,Ministry of Railways Indian Railways,19-11-2024 13:28:43,,rejected,GEM BOT
GEM_2024_B_5618446,Layer 2 Access Switch (V2),Ministry of Home Affairs Central Armed Police Forces,19-11-2024 13:28:51,,rejected,GEM BOT
GEM_2024_B_5531434,"AMC of Integrated Security and Surveillance System - Theft Prevention, Facility/Asset Protection, M",Comptroller and Auditor General (CAG) of India Indian Audit and Accounts Department,19-11-2024 13:28:28,,rejected,GEM BOT
GEM_2024_B_5618047,"MW RADIO LOT FOR MUMBAI,NMS FOR MW TELECOM SYSTEM,8 PORT IND L2 ETHERNET SWITCH,ROUTER FOR MW TELEC",Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,19-11-2024 13:32:40,,FOR UPDATE,GEM BOT
GEM_2024_B_5620778,Operation And Maintenance Of Switchyard - Complete System,Energy Department Uttar Pradesh,19-11-2024 13:29:36,,rejected,GEM BOT
GEM_2024_B_5572956,"Layer 3 Switch 24 port Manageable Optical and Modular,Layer 2 Switch 24 Port Manageable,UPS 1 KVA w",Ministry of Defence Department of Military Affairs,19-11-2024 13:30:54,,pre_approved,GEM BOT
GEM_2024_B_5541384,"CISCO 8 PORT L2 MANAGED 2SFP POE SWITCH,4TB HDD,10 TB HDD,DESKTOP SWITCH,4 PORT 10 100 1000 POE SWI",Ministry of Defence Department of Military Affairs,19-11-2024 13:41:06,,FOR UPDATE,GEM BOT
GEM_2024_B_5566185,"PTZ Camera,NVR 16 PORT,POE Switch,LED TV 50 inch,Media Coverter,UTP Cable,HDD 4 TB,Power Cable,OFC ",Ministry of Defence Department of Military Affairs,19-11-2024 13:42:41,,FOR UPDATE,GEM BOT
GEM_2024_B_5616506,"Methanol,Castor Oil,ON Off Switch,Dendrite,9V Battery with Connector,Booster with Charger,LED Red G",Ministry of Defence Department of Military Affairs,18-11-2024 13:11:52,,rejected,GEM BOT
GEM_2024_B_5616704,"TPS SWITCH ASSY,LINK ROD ASSEMBLY,ASSY FAN,FAN MOTOR RADIATOR,RELAY 4st,RELAY,CHANGE OVER SWITCH,AS",Ministry of Defence Department of Military Affairs,18-11-2024 13:12:32,,rejected,GEM BOT
GEM_2024_B_5616699,"ALETERNATOR-EU,FIELD COIL ASSY-APU,SOLONOID SWITCH-APU24V,DIODE GENERAL PUROSE RECTIEIER 200V1V,GLO",Ministry of Defence Department of Military Affairs,18-11-2024 13:12:46,,rejected,GEM BOT
GEM_2024_B_5611371,Network Attached Storage (NAS) Device,Ministry of Defence Department of Military Affairs,16-11-2024 05:10:52,Open,approved,GEM BOT
GEM_2024_B_5617443,Network Attached Storage (NAS) Device,Ministry of Defence Department of Military Affairs,19-11-2024 05:03:27,Submitted,approved,GEM BOT
GEM_2024_B_5604497,Layer 2 Access Switch (V2),Ministry of Electronics and Information Technology Standardisation Testing and Quality Certification,19-11-2024 13:44:48,,pre_approved,GEM BOT
GEM_2024_B_5612922,"Self starter pinion assy,Clutch assy Self Starter,Speedometer sensor,Self starter solenoid switch,V",Ministry of Defence Department of Military Affairs,18-11-2024 13:13:41,,rejected,GEM BOT
GEM_2024_B_5616844,"IGNITION SWITCH,AIR FILTER ELEMENT,FUEL IGNITION PUMP,FUEL FLEXIBLE PIPE,BRAKE HOSE,OIL SEAL,FILTER",Ministry of Defence Department of Military Affairs,18-11-2024 13:14:47,,rejected,GEM BOT
GEM_2024_B_5579051,"Custom Bid for Services - TSTNGOF DIGITAL PSYCHROMETER,Custom Bid for Services - TSTNGOF BATTERY DI",Ministry of Petroleum and Natural Gas NA,19-11-2024 13:10:46,,rejected,GEM BOT
GEM_2024_B_5617190,Supply of Hybrid Single lens reflex camera or Digital Single Lens Refex Camera at Thangu in the sta,Ministry of Defence Department of Military Affairs,19-11-2024 13:12:21,,rejected,GEM BOT
GEM_2024_B_5617972,"Sony a7s III E-mount Camera,Sony 100mm Macro Lens,Sony NP-FZ100 battery,memory card 160GB,memory ca",Ministry of Information and Broadcasting Ministry of Information and Broadcasting,19-11-2024 13:13:13,,rejected,GEM BOT
GEM_2024_B_5576840,LCD Dashboard Camera and Rear parking Camera,Ministry of Defence Department of Military Affairs,19-11-2024 13:18:42,,rejected,GEM BOT
GEM_2024_B_5620765,"Stage Size 44x 36x5 ft,Stage Lighting,Stage Backdrop,Light Truss Set up,Tables with covers,Sofa Set",Ministry of Defence Department of Military Affairs,19-11-2024 13:23:29,,rejected,GEM BOT
GEM_2024_B_5486257,"24B59C003 (HAND HELD GPS) NSN5998-720512266,24B59C003 (Water Proof Digital Camera) NSN6720-72051127",Ministry of Defence Department of Military Affairs,19-11-2024 13:24:07,,rejected,GEM BOT
GEM_2024_B_5616270,Custom Bid for Services - Drone survey of Taljhari Village at Rajmahal OCP,Ministry of Coal COAL INDIA LIMITED,19-11-2024 13:24:29,,rejected,GEM BOT
GEM_2024_B_5598380,Custom Bid for Services - Service Contract for operation and maintenance of DMR Tier II VHF network,PMO Department of Atomic Energy,19-11-2024 13:27:23,,rejected,GEM BOT
GEM_2024_B_5617562,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Skill Development and Entrepreneurship NA,19-11-2024 13:28:16,,rejected,GEM BOT
GEM_2024_B_5619480,"W90415303290 LEVEL SWITCH FOR DOSING TANK 140 LTR. , PART NO. 791995 SPEC: TG60424 REV: 04",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,19-11-2024 13:29:03,,rejected,GEM BOT
GEM_2024_B_5619618,Operation And Maintenance Of Switchyard - Cleaning the jungle inside the store room no01 with the h,Energy Department Uttar Pradesh,19-11-2024 13:29:12,,rejected,GEM BOT
GEM_2024_B_5581809,"Complete Pressurized ventilation system for all switchgear room,Complete ventilation system for tri",Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,19-11-2024 13:29:26,,rejected,GEM BOT
GEM_2024_B_5606940,"ZERO SPEED SWITCH, SUPPLY VOLTAGE-220-230 V AC, CONTACT-2 NO+ 2 NC WITH SUITABLE PROXIMITY SWITCH, ",Ministry of Power Contracts and Materials,19-11-2024 13:29:46,,rejected,GEM BOT
GEM_2024_B_5617468,"STARTER SWITCH,AMMETER,FUEL PIPE FILTER TO PUMP,V BELT,SWITCH GREEN,FILTER INSERT,TAPPET COVER GASK",Ministry of Defence Department of Military Affairs,19-11-2024 13:30:29,,rejected,GEM BOT
GEM_2024_B_5617990,"PAD,HIGH PRESSURE PIPE INJECTOR,PIPE FUEL PUMP,SWITCH SELECTOR,NOZZLE",Ministry of Defence Department of Military Affairs,19-11-2024 13:31:24,,rejected,GEM BOT
GEM_2024_B_5618510,"CLUTCH PLATE,COVER ASSY,INJECTOR ASSY,R R UNIT 1 PHASE,LOW OIL PRESSURE WARNING SWITCH,POLE SCREW",Ministry of Defence Department of Military Affairs,19-11-2024 13:31:38,,rejected,GEM BOT
GEM_2024_B_5618439,"BREAK CHAMBER FRT,MASTER CYL ASSY TAMDEM,REVERSE LIGHT SWITCH,FUEL PUMP MOTOR,POLE SCREW",Ministry of Defence Department of Military Affairs,19-11-2024 13:31:51,,rejected,GEM BOT
GEM_2024_B_5618746,"PARKING BRAKE SIGNAL LAMP,WARNING LIGHT SIGNAL LAMP,SIGNAL LAMP,SWITCH TRW,NOZZLE,RELAY,WIPER ARM,B",Ministry of Defence Department of Military Affairs,19-11-2024 13:33:04,,rejected,GEM BOT
GEM_2024_B_5619533,"solenoid switch 12 volt,drive engine electrical starter,oil filter,oil seal,spring rear brake",Ministry of Defence Department of Military Affairs,19-11-2024 13:36:59,,rejected,GEM BOT
GEM_2024_B_5619806,"armature,solenoid switch,field coil assy,pump assy fuel,brush carrier assy,relay assy",Ministry of Defence Department of Military Affairs,19-11-2024 13:37:12,,rejected,GEM BOT
GEM_2024_B_5619656,"disk clutch vehicular,armature self,armature,battery cut off switch,coil electrical,solenoid switch",Ministry of Defence Department of Military Affairs,19-11-2024 13:37:31,,rejected,GEM BOT
GEM_2024_B_5616730,"COMBINATION SWITCH,SELF BUSH SET,PRESSURE PLATE,CLUTCH PLATE,STOPER CABLE,ASSY CLUTCH MASTER CYL,UN",Ministry of Defence Department of Military Affairs,19-11-2024 13:37:46,,rejected,GEM BOT
GEM_2024_B_5620510,"FUEL RELAY,CABLE ASSY CONTROL,ASSY CLUTCH MASTER CYL,DOOR LOCK ASSY,ISOLATOR SWITCH,FUEL PIPE,INLET",Ministry of Defence Department of Military Affairs,19-11-2024 13:38:06,,rejected,GEM BOT
GEM_2024_B_5620365,"Combination Switch,Tie Rod,Rectified Assembly,Starter Motor Assembly,Door Lock RH,HES Sensor for AL",Ministry of Defence Department of Military Affairs,19-11-2024 13:38:19,,rejected,GEM BOT
GEM_2024_B_5620352,"BRG CLUTCH RELEASE,DISC CLUTCH,CYLINDER ASSY MASTER WITH BOOSTER,COMBINATION SWITCH,SWITCH ASSY CHA",Ministry of Defence Department of Military Affairs,19-11-2024 13:39:02,,rejected,GEM BOT
GEM_2024_B_5620540,"Green Mover Cutting Unit,Cylinder Drive,Spare Tyre,Extension Cord,Switch Socket 15 Amp",Ministry of Defence Department of Defence,19-11-2024 13:39:14,,rejected,GEM BOT
GEM_2024_B_5620287,"Green Mover,Extension cord,Mother Board,Switch Socket 15 Amp,Spare wheel",Ministry of Defence Department of Defence,19-11-2024 13:39:56,,rejected,GEM BOT
GEM_2024_B_5620889,"STRAINER ELEMENT SEDIMENT,SUN VISOR,SUPPORTING PLATE,SWITCH PUSH,SWITCH PUSH F7426100 5930027908,T ",Ministry of Defence Department of Military Affairs,19-11-2024 13:40:32,,rejected,GEM BOT
GEM_2024_B_5621010,"Pump Assy Hood Cabin Lifting,Clutch Cyl Assy,Sleeve Cyl Assy,Cutt of Switch,RSG Connector,Fan Cover",Ministry of Defence Department of Military Affairs,19-11-2024 13:40:49,,rejected,GEM BOT
GEM_2024_B_5621055,"STARTER ALTERNATOR,RESISTANCE,BUSH SET,IGNITION SWITCH,REGULATOR ALTERNATOR",Ministry of Defence Department of Military Affairs,19-11-2024 13:41:18,,rejected,GEM BOT
GEM_2024_B_5621124,"HUB BEARING,AIR FILTER,REAR VIEW MIRROR,BRAKE SWITCH RELAY 24V,IGNITION RELAY ALT,MAIN RELAY,ADAPTO",Ministry of Defence Department of Military Affairs,19-11-2024 13:41:37,,rejected,GEM BOT
GEM_2024_B_5621225,"Pipe Hose,Air Cleaner Hose,Oil filter,Spark plug,Combination Switch,352 Dia Clutch disc assy,352 Di",Ministry of Defence Department of Military Affairs,19-11-2024 13:41:55,,rejected,GEM BOT
GEM_2024_B_5621026,"2 Point 5 MM Cu PVC Wire,6 16 Amp Carbon Switch,Modular Box 4X3,6 Amp Carbon socket,4 76 PVC Wire",Ministry of Defence Department of Military Affairs,19-11-2024 13:42:07,,rejected,GEM BOT
GEM_2024_B_5621385,"Fuel Motor,Ignition Switch Assy,Solenoid Assy,Power Steering Pump Assy,Pipe Assy,Rear Chain,Bearing",Ministry of Defence Department of Military Affairs,19-11-2024 13:42:58,,rejected,GEM BOT
GEM_2024_B_5621328,"X3, NK11KVA0001, SELF STARTER ASSY,X3, NK11KVA0004, AVR,X3, NK15KVA0020, IGNITION SWITCH,X3, NK15KV",Ministry of Defence Department of Military Affairs,19-11-2024 13:43:17,,rejected,GEM BOT
GEM_2024_B_5621317,"ARMATURE ASSY,FILED COIL ASSY,IGNITION SWITCH,CLUTCH ASSY,PINION,COUPLING ASSY,COUPLING DISC,SOLENO",Ministry of Defence Department of Military Affairs,19-11-2024 13:43:34,,rejected,GEM BOT
GEM_2024_B_5620838,"10 Amp Carbon Switch,Modular Box 9X3,1.5 MM Cu PVC Wire,2.5 MM Cu PVC Wire,Modular Box 4X3,Modular ",Ministry of Defence Department of Military Affairs,19-11-2024 13:43:58,,rejected,GEM BOT
GEM_2024_B_5551051,"M9494306014 ERV-PR SWITCH(TYPE: B2S-M12SS),M9494306013 ERV: PRESSURE SWITCH(TYPE: B2S-H32SS)",Ministry of Power NTPC SAIL Power Company Ltd,19-11-2024 13:44:16,,rejected,GEM BOT
GEM_2024_B_5620534,Dashboard Camera,Ministry of Defence Department of Military Affairs,19-11-2024 13:00:23,,rejected,GEM BOT
GEM_2024_B_5590076,TEST JIG FOR NETWORK SUPPORT CENTRE,Ministry of Defence Department of Military Affairs,19-11-2024 13:27:31,,rejected,GEM BOT
GEM_2024_B_5620823,Skypro Arial surveillance,Ministry of Defence Department of Military Affairs,19-11-2024 13:28:36,,rejected,GEM BOT
GEM_2024_B_5469357,"Switcher,Visual Presenters",Ministry of Defence Department of Military Affairs,19-11-2024 13:30:13,,rejected,GEM BOT
GEM_2024_B_5617879,PROCUREMENT OF SWITCH BOARD,Ministry of Defence Department of Military Affairs,19-11-2024 13:33:13,,rejected,GEM BOT
GEM_2024_B_5617419,Camera for CCTV System (V2),Panchayats and Rural Housing Department Gujarat,19-11-2024 13:08:27,,rejected,GEM BOT
GEM_2024_B_5617801,Camera for CCTV System (V2),PMO Department of Atomic Energy,19-11-2024 13:09:15,,rejected,GEM BOT
GEM_2024_B_5614984,Camera for CCTV System (V2),Ministry of Defence Department of Military Affairs,17-11-2024 13:02:22,Open,rejected,GEM BOT
GEM_2024_B_5612844,Video Recorder for CCTV System (V2),Ministry of Defence Department of Military Affairs,16-11-2024 13:05:07,Open,approved,GEM BOT
GEM_2024_B_5615972,Custom Bid for Services - PROVISION OF CCTV SURVEILLANCE SYSTEM COVERING PERIPHERAL AREA GREEN BELT,Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,17-11-2024 13:06:53,Open,rejected,GEM BOT
2024_APWD_16339_1,"Supplying, Installation, Testing and Commissioning of CCTV Camera Surveillance at Executive Engineer, MID, APWD, Hut Bay under EandM Division, Sub Division No-III, APWD, Prothrapur",Chief Engineer Andaman Public Works Department (APWD)||EE (E and M Division - APWD - Prothrapur),19-11-2024 22:01:36,,FOR UPDATE,AndamanTenders GOV NICGEP BOT
GEM_2024_B_5614065,"Interactive Panels with CPU,Video Conferencing Camera / Web Camera,Electronic Lectern,Audio Digital",Technical Education Department Himachal Pradesh,17-11-2024 05:02:24,Open,approved,GEM BOT
2024_APWD_16340_1,"Supplying, Installation, Testing and Commissioning of CCTV Camera Surveillance at APWD Guest House, Hut Bay under EandM Division, Sub Division No-III, APWD, Prothrapur",Chief Engineer Andaman Public Works Department (APWD)||EE (E and M Division - APWD - Prothrapur),19-11-2024 22:02:05,,FOR UPDATE,AndamanTenders GOV NICGEP BOT
2024_APWD_16457_1,"Maintenance of EPABX system, LAN system and CCTV system installed at Raj Niwas and Raj Niwas Annex, Carbyns cove guest house, Port Blair during 2024 25",Chief Engineer Andaman Public Works Department (APWD)||EE (Workshop Division - APWD - Port Blair),19-11-2024 22:03:37,,FOR UPDATE,AndamanTenders GOV NICGEP BOT
2024_IISRT_817744_4,Supply and Installation of USB based video conference camera with spekerphone,Indian Institute of Science Education and Research - Thiruvananthapuram||Purchase and Stores-IISER - Thiruvananthapuram,19-11-2024 23:07:18,,FOR UPDATE,Centerl GOV BOT
2024_NITW_829963_2,"Tender for Supply, Installation and Commissioning of 5 MP CMOS Camera",National Institute of Technology Warangal||Purchase and Stores Section - NIT Warangal,19-11-2024 23:08:43,,FOR UPDATE,Centerl GOV BOT
2024_NISER_835255_1,CCTV Surveillance System Package,National Institute of Science Education and Research - Odisha||Stores and Purchase Section,19-11-2024 23:11:36,,FOR UPDATE,Centerl GOV BOT
2024_NISER_835094_1,CCTV NVR,National Institute of Science Education and Research - Odisha||Stores and Purchase Section,19-11-2024 23:12:12,,FOR UPDATE,Centerl GOV BOT
2024_NMPT_834924_1,"Providing CCTV Surveillance at Fishing Harbor Kulai jetty, Peripheral compound wall at NMPA colony and NMPA School",New Mangalore Port Trust||Mechanical Engineering Department-HQ- NMPT,19-11-2024 23:12:30,,FOR UPDATE,Centerl GOV BOT
2024_NIFT_833496_1,"Tender for Supply, Installation, Testing and Commissioning of IP based CCTV Surveillance System and Integration with existing Local Area Network",National Institute of Fashion Technology||Gandhinagar - NIFT,19-11-2024 23:13:08,,FOR UPDATE,Centerl GOV BOT
2024_IIT_834416_1,Maintenance and Repairing of Electrical Installation i/c street lighting in Lecture Hall Complex and deployment of staff for CCTV work in whole campus at IIT Delhi,Director-Indian Institute of Technology(IIT Delhi)||Dy.Registrar(Stores) Central Store Purchase Section-IIT Delhi,19-11-2024 23:12:49,,direct_rejected,Centerl GOV BOT
2024_IIMCT_835486_1,SELECTION OF A VENDOR FOR LAN WORK IN VARIOUS HOSTELS AT INDIAN INSTITUTE OF MANAGEMENT CALCUTTA,INDIAN INSTITUTE OF MANAGEMENT CALCUTTA||PURCHASE SECTION,19-11-2024 23:16:54,,rejected,Centerl GOV BOT
2024_IITK_835333_1,Providing additional power points LAN points lights fittings and fans with allied works as required in Room No 401 DJAC Building in the campus at IIT Kanpur,Indian Institute of Technology Kanpur||Institute Works Department - IITK||IWD Electrical Division - IITK,19-11-2024 23:20:43,,direct_rejected,Centerl GOV BOT
2024_DOP_835070_1,"LAN cabling and Telephone works at O/o PMG Hyderabad region, 5 th floor ,daksadan,HR,Telangana circle (2 nd call)",Department of Posts||Telangana Circle- Dept of Posts,19-11-2024 23:26:05,,rejected,Centerl GOV BOT
2024_IIT_834391_1,Operation and Maintenance of Indoor and Outdoor Telephone Network at IIT Delhi.,Director-Indian Institute of Technology(IIT Delhi)||Dy.Registrar(Stores) Central Store Purchase Section-IIT Delhi,20-11-2024 00:03:34,,FOR UPDATE,Centerl GOV BOT
2024_DHI_833499_1,Procurement for Ethernet Switch,Department of Heavy Industry||NEPA Limited-MHIPE,20-11-2024 00:09:25,,pre_approved,Centerl GOV BOT
2024_DOP_835099_1,"Replacement of damaged EI wiring, UPS wiring, networking with new wiring along with provision of new energy saving fans, LED fittings in Tarabganj SO, Gonda under Gorakhpur Region","Department of Posts||UP Circle, Dept of Posts||CPMG,UP Circle,POST||DPS (HQ), CPMG UP Circle,Lucknow,POST",20-11-2024 00:02:38,,direct_rejected,Centerl GOV BOT
2024_SECL_321151_1,"Providing and Fixing of Safety Devices i.e. AFDSS (Automatic Fire detection and suppression system), Audio Visual Alarms and rear Vision Camera at departmental HEMMs n Other Vehicles of Nowrozabad Sub Area.",South Eastern Coalfields Limited||Johilla Area,20-11-2024 00:45:57,,FOR UPDATE,Coalindiatenders NIC Nicgep BOT
2024_ECL_320515_1,Comprehensive Annual maintenance Contract of 111 CCTV Cameras installed at various locations of Sonepur Bazari Area,Eastern Coalfields Limited||ECL_Sonepur Bazari area,20-11-2024 00:46:25,Open,rejected,Coalindiatenders NIC Nicgep BOT
2024_IITR_832977_1,Survey grade drone for hilly region,Indian Institute of Technology Roorkee||Material Management - IIT Roorkee,20-11-2024 00:18:13,,rejected,Centerl GOV BOT
2024_CHD_83216_1,"PROVIDING CCTV CAMERAS IN CORBU HOUSE (BOYS HOSTEL) AT CHANDIGARH COLLEGE OF ARCHITECTURE SECTOR-12, U.T CHANDIGARH.",Chandigarh Administration||Engineering||Electrical Circle||Electrical Div - III,20-11-2024 00:20:56,Open,approved,CHDTenders GOV NICGEP BOT
2024_CCL_320996_1,Repairing and reconditioning of existing CCTV and CAMC for 1 year with supply and repairing of anticipatory spares wrt Kathara Area.,Central Coalfields Limited||Kathara,20-11-2024 00:48:10,,FOR UPDATE,Coalindiatenders NIC Nicgep BOT
2024_JDAJO_431712_2,Hire charges for CCTV camera set up work army recruitment rally at jodhpur.,Jodhpur Development Authority,20-11-2024 01:04:38,,FOR UPDATE,Eproc Rajasthan GOV BOT
2024_RRVUN_431210_1,"Annual contract for providing assistance to run PIS and CC cameras system round the clock at CSCTPP,Chhabra",RRVUN - CMD||RVUN-CE (CTPP-SC) CHHABRA,20-11-2024 01:05:11,,rejected,Eproc Rajasthan GOV BOT
