Tender ID,Success,Folder Location,New Folder Location
2024_PVVNL_922447_1,True,/mnt/tender_auto/2024_PVVNL_922447_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_922447_1
GEM_2024_B_4833907,True,/mnt/tender_auto/GEM_2024_B_4833907,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4833907
2024_PVVNL_922451_1,True,/mnt/tender_auto/2024_PVVNL_922451_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_922451_1
GEM_2024_B_4979027,True,/mnt/tender_auto/GEM_2024_B_4979027,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4979027
2024_PVVNL_922370_1,True,/mnt/tender_auto/2024_PVVNL_922370_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_922370_1
2024_PVVNL_922380_1,True,/mnt/tender_auto/2024_PVVNL_922380_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_922380_1
2024_PVVNL_922378_1,True,/mnt/tender_auto/2024_PVVNL_922378_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_922378_1
GEM_2024_B_4986184,True,\\Digitaldreams\tender auto\GEM_2024_B_4986184,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4986184
GEM_2024_B_4828788,True,/mnt/tender_auto/GEM_2024_B_4828788,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4828788
2024_PVVNL_922028_2,True,/mnt/tender_auto/2024_PVVNL_922028_2,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_922028_2
2024_PVVNL_921988_1,True,/mnt/tender_auto/2024_PVVNL_921988_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_921988_1
2024_NHAI_193598_1,True,/mnt/tender_auto/2024_NHAI_193598_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_NHAI_193598_1
GEM_2024_B_4890561,True,/mnt/tender_auto/GEM_2024_B_4890561,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4890561
2024_NHAI_193603_1,True,/mnt/tender_auto/2024_NHAI_193603_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_NHAI_193603_1
2024_BCCL_306948_1,True,/mnt/tender_auto/2024_BCCL_306948_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_BCCL_306948_1
GEM_2024_B_4869412,True,/mnt/tender_auto/GEM_2024_B_4869412,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4869412
2024_DLG_120568_3,True,/mnt/tender_auto/2024_DLG_120568_3,\\Digitaldreams\tender auto\Rejected Tenders\2024_DLG_120568_3
2024_BCCL_306950_1,True,/mnt/tender_auto/2024_BCCL_306950_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_BCCL_306950_1
GEM_2024_B_4884398,True,/mnt/tender_auto/GEM_2024_B_4884398,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4884398
GEM_2024_B_4761203,True,/mnt/tender_auto/GEM_2024_B_4761203,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4884398
GEM_2024_B_4927577,True,/mnt/tender_auto/GEM_2024_B_4927577,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4927577
2024_SHAJ_85234_1,True,/mnt/tender_auto/2024_SHAJ_85234_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_SHAJ_85234_1
GEM_2024_B_4811967,True,/mnt/tender_auto/GEM_2024_B_4811967,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4811967
GEM_2024_B_4813442,True,/mnt/tender_auto/GEM_2024_B_4813442,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4813442
GEM_2024_B_4648067,True,/mnt/tender_auto/GEM_2024_B_4648067,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4648067
GEM_2024_B_4886061,True,/mnt/tender_auto/GEM_2024_B_4886061,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4886061
GEM_2024_B_4928537,True,/mnt/tender_auto/GEM_2024_B_4928537,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4928537
2024_ILTD_196175_1,True,/mnt/tender_auto/2024_ILTD_196175_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_ILTD_196175_1
GEM_2024_B_4555866,True,/mnt/tender_auto/GEM_2024_B_4555866,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4555866
GEM_2024_B_4864994,True,/mnt/tender_auto/GEM_2024_B_4864994,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4864994
GEM_2024_B_4922304,True,/mnt/tender_auto/GEM_2024_B_4922304,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4922304
2024_MAD_681663_1,True,/mnt/tender_auto/2024_MAD_681663_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_MAD_681663_1
GEM_2024_B_4922166,True,/mnt/tender_auto/GEM_2024_B_4922166,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4922166
2024_ZPHD_678517_20,True,/mnt/tender_auto/2024_ZPHD_678517_20,\\Digitaldreams\tender auto\Rejected Tenders\2024_ZPHD_678517_20
GEM_2024_B_4805800,True,/mnt/tender_auto/GEM_2024_B_4805800,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4805800
GEM_2024_B_4814669,True,/mnt/tender_auto/GEM_2024_B_4814669,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4814669
2024_EXCIS_390396_19,True,/mnt/tender_auto/2024_EXCIS_390396_19,\\Digitaldreams\tender auto\Rejected Tenders\2024_EXCIS_390396_19
GEM_2024_B_4815453,True,/mnt/tender_auto/GEM_2024_B_4815453,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4815453
GEM_2024_B_4934854,True,/mnt/tender_auto/GEM_2024_B_4934854,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4934854
GEM_2024_B_4969432,True,/mnt/tender_auto/GEM_2024_B_4969432,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4969432
2024_HRY_370944_1,True,/mnt/tender_auto/2024_HRY_370944_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_HRY_370944_1
2024_TNCSF_451959_1,True,/mnt/tender_auto/2024_TNCSF_451959_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_TNCSF_451959_1
2024_HRY_370941_1,True,/mnt/tender_auto/2024_HRY_370941_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_HRY_370941_1
2024_PWDJK_247712_4,True,/mnt/tender_auto/2024_PWDJK_247712_4,\\Digitaldreams\tender auto\Rejected Tenders\2024_PWDJK_247712_4
2024_PWDJK_247712_3,True,/mnt/tender_auto/2024_PWDJK_247712_3,\\Digitaldreams\tender auto\Rejected Tenders\2024_PWDJK_247712_3
2024_PWDJK_247712_2,True,/mnt/tender_auto/2024_PWDJK_247712_2,\\Digitaldreams\tender auto\Rejected Tenders\2024_PWDJK_247712_2
2024_HRY_370433_1,True,/mnt/tender_auto/2024_HRY_370433_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_HRY_370433_1
2024_PWDJK_247712_1,True,/mnt/tender_auto/2024_PWDJK_247712_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PWDJK_247712_1
2024_MVVNL_923074_1,True,/mnt/tender_auto/2024_MVVNL_923074_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_MVVNL_923074_1
2024_MVVNL_923070_1,True,/mnt/tender_auto/2024_MVVNL_923070_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_MVVNL_923070_1
GEM_2024_B_4886120,True,/mnt/tender_auto/GEM_2024_B_4886120,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4886120
GEM_2024_B_4815278,True,/mnt/tender_auto/GEM_2024_B_4815278,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4815278
GEM_2024_B_4886008,True,/mnt/tender_auto/GEM_2024_B_4886008,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4886008
GEM_2024_B_4813263,True,/mnt/tender_auto/GEM_2024_B_4813263,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4813263
GEM_2024_B_4815191,True,/mnt/tender_auto/GEM_2024_B_4815191,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4815191
GEM_2024_B_4885889,True,/mnt/tender_auto/GEM_2024_B_4885889,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4885889
GEM_2024_B_4754313,True,/mnt/tender_auto/GEM_2024_B_4754313,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4754313
GEM_2024_B_4919518,True,/mnt/tender_auto/GEM_2024_B_4919518,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4919518
GEM_2024_B_4814777,True,/mnt/tender_auto/GEM_2024_B_4814777,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4814777
GEM_2024_B_4979814,True,/mnt/tender_auto/GEM_2024_B_4979814,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4979814
GEM_2024_B_4869093,True,/mnt/tender_auto/GEM_2024_B_4869093,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4869093
2024_PWD_687989_1,True,/mnt/tender_auto/2024_PWD_687989_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PWD_687989_1
2024_MAD_682937_1,True,/mnt/tender_auto/2024_MAD_682937_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_MAD_682937_1
2024_SETCL_681672_1,True,/mnt/tender_auto/2024_SETCL_681672_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_SETCL_681672_1
2024_CEPWD_389781_1,True,/mnt/tender_auto/2024_CEPWD_389781_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_CEPWD_389781_1
2024_PVVNV_921547_1,True,/mnt/tender_auto/2024_PVVNV_921547_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNV_921547_1
2024_PVVNV_921556_1,True,/mnt/tender_auto/2024_PVVNV_921556_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNV_921556_1
2024_PVVNV_921552_1,True,/mnt/tender_auto/2024_PVVNV_921552_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNV_921552_1
GEM_2024_B_4906077,True,/mnt/tender_auto/GEM_2024_B_4906077,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4906077
GEM_2024_B_4810360,True,/mnt/tender_auto/GEM_2024_B_4810360,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4810360
GEM_2024_B_5026504,True,\\Digitaldreams\tender auto\GEM_2024_B_5026504,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5026504
GEM_2024_B_4807030,True,/mnt/tender_auto/GEM_2024_B_4807030,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4807030
GEM_2024_B_4815076,True,/mnt/tender_auto/GEM_2024_B_4815076,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4815076
GEM_2024_B_5013432,True,\\Digitaldreams\tender auto\GEM_2024_B_5013432,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5013432
2024_ILTD_196090_1,True,/mnt/tender_auto/2024_ILTD_196090_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_ILTD_196090_1
GEM_2024_B_4814185,True,/mnt/tender_auto/GEM_2024_B_4814185,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4814185
GEM_2024_B_4937808,True,/mnt/tender_auto/GEM_2024_B_4937808,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4937808
GEM_2024_B_4978865,True,/mnt/tender_auto/GEM_2024_B_4978865,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4978865
GEM_2024_B_4969590,True,/mnt/tender_auto/GEM_2024_B_4969590,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4969590
2024_BCCL_309061_1,True,/mnt/tender_auto/2024_BCCL_309061_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_BCCL_309061_1
2024_BCCL_309134_1,True,/mnt/tender_auto/2024_BCCL_309134_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_BCCL_309134_1
GEM_2024_B_4982325,True,/mnt/tender_auto/GEM_2024_B_4982325,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4982325
2023_PVVNV_837447_3,True,/mnt/tender_auto/2023_PVVNV_837447_3,\\Digitaldreams\tender auto\Rejected Tenders\2023_PVVNV_837447_3
2024_UAD_345746_1,True,/mnt/tender_auto/2024_UAD_345746_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_UAD_345746_1
GEM_2024_B_4937767,True,/mnt/tender_auto/GEM_2024_B_4937767,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4937767
GEM_2024_B_4911722,True,/mnt/tender_auto/GEM_2024_B_4911722,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4911722
2024_PVVNV_917063_3,True,/mnt/tender_auto/2024_PVVNV_917063_3,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNV_917063_3
2024_PVVNL_919998_1,True,/mnt/tender_auto/2024_PVVNL_919998_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNL_919998_1
2024_RVUNL_921160_1,True,/mnt/tender_auto/2024_RVUNL_921160_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_RVUNL_921160_1
2024_PLHO_176422_1,True,/mnt/tender_auto/2024_PLHO_176422_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PLHO_176422_1
GEM_2024_B_4984092,True,/mnt/tender_auto/GEM_2024_B_4984092,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4984092
GEM_2024_B_4937662,True,/mnt/tender_auto/GEM_2024_B_4937662,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4937662
GEM_2024_B_5014117,True,\\Digitaldreams\tender auto\GEM_2024_B_5014117,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5014117
GEM_2024_B_4926292,True,/mnt/tender_auto/GEM_2024_B_4926292,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4926292
GEM_2024_B_5023791,True,\\Digitaldreams\tender auto\GEM_2024_B_5023791,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5023791
GEM_2024_B_4926912,True,/mnt/tender_auto/GEM_2024_B_4926912,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4926912
GEM_2024_B_4991548,True,/mnt/tender_auto/GEM_2024_B_4991548,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4991548
GEM_2024_B_4968440,True,/mnt/tender_auto/GEM_2024_B_4968440,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4968440
GEM_2024_B_4963228,True,/mnt/tender_auto/GEM_2024_B_4963228,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4963228
2024_NHAI_192976_1,True,/mnt/tender_auto/2024_NHAI_192976_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_NHAI_192976_1
GEM_2024_B_4938165,True,/mnt/tender_auto/GEM_2024_B_4938165,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4938165
GEM_2024_B_4964314,True,/mnt/tender_auto/GEM_2024_B_4964314,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4964314
2024_CSL_191422_2,True,/mnt/tender_auto/2024_CSL_191422_2,\\Digitaldreams\tender auto\Rejected Tenders\2024_CSL_191422_2
GEM_2024_B_4938295,True,/mnt/tender_auto/GEM_2024_B_4938295,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4938295
GEM_2024_B_4884718,True,/mnt/tender_auto/GEM_2024_B_4884718,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4884718
GEM_2024_B_4944854,True,/mnt/tender_auto/GEM_2024_B_4944854,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4944854
GEM_2024_B_4938261,True,/mnt/tender_auto/GEM_2024_B_4938261,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4938261
GEM_2024_B_4949367,True,/mnt/tender_auto/GEM_2024_B_4949367,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4949367
GEM_2024_B_4972830,True,/mnt/tender_auto/GEM_2024_B_4972830,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4972830
GEM_2024_B_5202345,True,\\Digitaldreams\tender auto\GEM_2024_B_5202345,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5202345
GEM_2024_B_4920979,True,/mnt/tender_auto/GEM_2024_B_4920979,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4920979
GEM_2024_B_4858466,True,/mnt/tender_auto/GEM_2024_B_4858466,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4858466
GEM_2024_B_5351766,True,\\Digitaldreams\tender auto\GEM_2024_B_5351766,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5351766
GEM_2024_B_5357496,True,\\Digitaldreams\tender auto\GEM_2024_B_5357496,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5357496
GEM_2024_B_4847712,True,/mnt/tender_auto/GEM_2024_B_4847712,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4847712
2024_ITDA_71328_1,True,/mnt/tender_auto/2024_ITDA_71328_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_ITDA_71328_1
GEM_2024_B_4754308,True,/mnt/tender_auto/GEM_2024_B_4754308,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4754308
GEM_2024_B_4783343,True,/mnt/tender_auto/GEM_2024_B_4783343,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4783343
GEM_2024_B_4782409,True,/mnt/tender_auto/GEM_2024_B_4782409,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4782409
GEM_2024_B_4761835,True,/mnt/tender_auto/GEM_2024_B_4761835,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4761835
GEM_2024_B_5089698,True,\\Digitaldreams\tender auto\GEM_2024_B_5089698,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5089698
GEM_2024_B_5097271,True,\\Digitaldreams\tender auto\GEM_2024_B_5097271,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5097271
GEM_2024_B_4784881,True,/mnt/tender_auto/GEM_2024_B_4784881,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4784881
GEM_2023_B_4045315,True,/mnt/tender_auto/GEM_2023_B_4045315,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2023_B_4045315
GEM_2024_B_4709369,True,/mnt/tender_auto/GEM_2024_B_4709369,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4709369
GEM_2024_B_4563071,True,/mnt/tender_auto/GEM_2024_B_4563071,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4563071
GEM_2024_B_4785792,True,/mnt/tender_auto/GEM_2024_B_4785792,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4785792
GEM_2024_B_4783776,True,/mnt/tender_auto/GEM_2024_B_4783776,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4783776
GEM_2024_B_4772223,True,/mnt/tender_auto/GEM_2024_B_4772223,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4772223
GEM_2024_B_4913387,True,/mnt/tender_auto/GEM_2024_B_4913387,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4913387
GEM_2024_B_4970446,True,/mnt/tender_auto/GEM_2024_B_4970446,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4970446
GEM_2024_B_4947637,True,/mnt/tender_auto/GEM_2024_B_4947637,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4947637
2024_PVVNV_917733_1,True,/mnt/tender_auto/2024_PVVNV_917733_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PVVNV_917733_1
GEM_2024_B_4820491,True,/mnt/tender_auto/GEM_2024_B_4820491,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4820491
GEM_2024_B_4987990,True,/mnt/tender_auto/GEM_2024_B_4987990,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4987990
GEM_2024_B_5089726,True,\\Digitaldreams\tender auto\GEM_2024_B_5089726,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5089726
2024_HPSEB_88539_1,True,/mnt/tender_auto/2024_HPSEB_88539_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_HPSEB_88539_1
2024_BSNL_195454_1,True,/mnt/tender_auto/2024_BSNL_195454_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_BSNL_195454_1
GEM_2024_B_5012940,True,\\Digitaldreams\tender auto\GEM_2024_B_5012940,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5012940
2024_HRY_368630_1,True,/mnt/tender_auto/2024_HRY_368630_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_HRY_368630_1
GEM_2024_B_4990519,True,/mnt/tender_auto/GEM_2024_B_4990519,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4990519
2024_DLG_120559_1,True,/mnt/tender_auto/2024_DLG_120559_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_DLG_120559_1
2024_HITE_191538_1,True,/mnt/tender_auto/2024_HITE_191538_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_HITE_191538_1
2024_NHAI_191531_1,True,/mnt/tender_auto/2024_NHAI_191531_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_NHAI_191531_1
2024_NHAI_191494_1,True,/mnt/tender_auto/2024_NHAI_191494_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_NHAI_191494_1
2024_MPPGC_324139_1,True,/mnt/tender_auto/2024_MPPGC_324139_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_MPPGC_324139_1
2024_DSS_448710_1,True,/mnt/tender_auto/2024_DSS_448710_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_DSS_448710_1
2024_MPPGC_345609_1,True,/mnt/tender_auto/2024_MPPGC_345609_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_MPPGC_345609_1
GEM_2024_B_4757441,True,/mnt/tender_auto/GEM_2024_B_4757441,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4757441
GEM_2024_B_4912932,True,/mnt/tender_auto/GEM_2024_B_4912932,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4912932
GEM_2024_B_4916094,True,/mnt/tender_auto/GEM_2024_B_4916094,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4916094
2024_EXCIS_390130_1,True,/mnt/tender_auto/2024_EXCIS_390130_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_EXCIS_390130_1
2024_DIT_48727_1,True,/mnt/tender_auto/2024_DIT_48727_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_DIT_48727_1
GEM_2024_B_4943799,True,/mnt/tender_auto/GEM_2024_B_4943799,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4943799
GEM_2024_B_4769254,True,/mnt/tender_auto/GEM_2024_B_4769254,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4769254
2024_DVVNL_922137_3,True,/mnt/tender_auto/2024_DVVNL_922137_3,\\Digitaldreams\tender auto\Rejected Tenders\2024_DVVNL_922137_3
GEM_2024_B_4926625,True,/mnt/tender_auto/GEM_2024_B_4926625,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4926625
GEM_2024_B_4786714,True,/mnt/tender_auto/GEM_2024_B_4786714,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4786714
GEM_2024_B_4838257,True,/mnt/tender_auto/GEM_2024_B_4838257,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4838257
GEM_2024_B_5046970,True,\\Digitaldreams\tender auto\GEM_2024_B_5046970,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_5046970
GEM_2024_B_4926855,True,/mnt/tender_auto/GEM_2024_B_4926855,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4926855
GEM_2024_B_4838081,True,/mnt/tender_auto/GEM_2024_B_4838081,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4838081
GEM_2024_B_4926847,True,/mnt/tender_auto/GEM_2024_B_4926847,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4926847
GEM_2024_B_4926816,True,/mnt/tender_auto/GEM_2024_B_4926816,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4926816
GEM_2024_B_4785034,True,/mnt/tender_auto/GEM_2024_B_4785034,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4785034
GEM_2024_B_4668323,True,/mnt/tender_auto/GEM_2024_B_4668323,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4668323
GEM_2024_B_4923290,True,/mnt/tender_auto/GEM_2024_B_4923290,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4923290
GEM_2024_B_4784483,True,/mnt/tender_auto/GEM_2024_B_4784483,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4784483
GEM_2024_B_4757167,True,/mnt/tender_auto/GEM_2024_B_4757167,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4757167
GEM_2024_B_4772163,True,/mnt/tender_auto/GEM_2024_B_4772163,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4772163
2024_DOLBU_924405_18,True,/mnt/tender_auto/2024_DOLBU_924405_18,\\Digitaldreams\tender auto\Rejected Tenders\2024_DOLBU_924405_18
GEM_2024_B_4773963,True,/mnt/tender_auto/GEM_2024_B_4773963,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4773963
GEM_2024_B_4780794,True,/mnt/tender_auto/GEM_2024_B_4780794,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4780794
GEM_2024_B_4667688,True,/mnt/tender_auto/GEM_2024_B_4667688,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4667688
GEM_2024_B_4783898,True,/mnt/tender_auto/GEM_2024_B_4783898,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4783898
2024_EXCIS_390205_38,True,/mnt/tender_auto/2024_EXCIS_390205_38,\\Digitaldreams\tender auto\Rejected Tenders\2024_EXCIS_390205_38
GEM_2024_B_4782202,True,/mnt/tender_auto/GEM_2024_B_4782202,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4782202
GEM_2024_B_4803503,True,/mnt/tender_auto/GEM_2024_B_4803503,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4803503
GEM_2024_B_4921049,True,/mnt/tender_auto/GEM_2024_B_4921049,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4921049
2024_PKVVC_341437_1,True,/mnt/tender_auto/2024_PKVVC_341437_1,\\Digitaldreams\tender auto\Rejected Tenders\2024_PKVVC_341437_1
GEM_2024_B_4840685,True,/mnt/tender_auto/GEM_2024_B_4840685,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4840685
GEM_2024_B_4929396,True,/mnt/tender_auto/GEM_2024_B_4929396,\\Digitaldreams\tender auto\Rejected Tenders\GEM_2024_B_4929396
