,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
118,GEM/2025/B/6479309,"Stack,Air Frame,Video Transmit...",12,2025-07-21 20:52,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,"Stack,Air Frame,Video Transmitter with Antenna,FPV Goggle,Battery,ELRS,GPS,Camera,Motors,Propellers"
119,GEM/2025/B/6390164,"PTZ Camera,42 LED Monitor,4 TB...",112110,2025-07-08 09:31,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,"PTZ Camera,42 LED Monitor,4 TB DVR NVR,UPS 1 KVA,UTP Cable"
120,GEM/2025/B/6479309,"Stack,Air Frame,Video Transmit...",12,2025-07-21 20:52,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,"Stack,Air Frame,Video Transmitter with Antenna,FPV Goggle,Battery,ELRS,GPS,Camera,Motors,Propellers"
121,GEM/2025/B/6498823,4K IR Multispeciality platform...,7,2025-07-26 15:43,2025-08-11 09:00,Ladakh Affairs Department Jammu and Kashmir,"4K IR Multispeciality platform with upgradability to 3D,LCD 4K Monitor,LED Light source,Autoclavabl"
122,GEM/2025/B/6434005,"Camera for CCTV System (V3),Vi...",11,2025-07-10 11:22,2025-08-11 09:00,Technical Education Department Haryana,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Surveillance Hard disk,Networking /"
123,GEM/2025/B/6515590,"CCTV Camera,8 Port gigabit eth...",6,2025-07-30 19:30,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,"CCTV Camera,8 Port gigabit ethernet poe switch,HDMI cable 20 mtr,VGA to VGA Cable 25 mtr,Power stri"
124,GEM/2025/B/6342229,Drone with day camera and DOOA...,1,2025-07-30 20:13,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,Drone with day camera and DOOAF software
125,GEM/2025/B/6500121,Procurement of of CCTV camera ...,5,2025-07-26 13:22,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,Procurement of of CCTV camera with installation
126,GEM/2025/B/6446228,ELECTRO OPTICAL SYSTEM (EOS) R...,1,2025-07-12 13:26,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,ELECTRO OPTICAL SYSTEM (EOS) RE-IMAGINED FOCUS (RF) R50 MIRRORLESS CAMERA WITH INTERCHANGEABLE LENS
127,GEM/2025/B/6443562,PROCUREMENT &INSTALLATION OF C...,1,2025-07-11 17:31,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,PROCUREMENT &INSTALLATION OF CCTV CAMERAS
128,GEM/2025/B/6362345,Body Camera,294,2025-07-03 20:33,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,Body Camera
129,GEM/2025/B/6452139,"DOME CAM 2MP HIKVISION AUDIO,B...",772,2025-07-15 12:32,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,"DOME CAM 2MP HIKVISION AUDIO,BULLET CAMERA 2MP HIKVISION AUDIO,CCTV CABLE,LED 24inch,LED 32inch,2TB"
130,GEM/2025/B/6471136,Quadcopter with Camera and Pay...,1,2025-08-08 22:00,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,Quadcopter with Camera and Payload
131,GEM/2025/B/6549283,Dashboard Camera (V2),70,2025-08-08 08:35,2025-08-11 09:00,Ministry of Defence Department of Military Affairs,Dashboard Camera (V2)
132,GEM/2025/B/6520948,Go Pro Camera,1,2025-08-01 09:24,2025-08-11 10:00,Ministry of Defence Department of Military Affairs,Go Pro Camera
133,GEM/2025/B/6499861,"Dashboard Camera (V2),Dashboar...",25,2025-08-01 21:25,2025-08-11 10:00,Ministry of Defence Department of Military Affairs,"Dashboard Camera (V2),Dashboard Camera (V2)"
134,GEM/2025/B/6393144,"Boombarrier,RFID Chainway,Pole...",242,2025-07-21 12:04,2025-08-11 10:00,Ministry of Defence Department of Military Affairs,"Boombarrier,RFID Chainway,Pole,ANPR Camera,ANPR Pole,LPU Box,Presence Loop Sensor,Access Control Bo"
135,GEM/2025/B/6352640,"Gimbal for camera,Podcast mics...",26,2025-07-21 17:24,2025-08-11 10:00,Ministry of Defence Department of Military Affairs,"Gimbal for camera,Podcast mics,Umbrella lights,Long mic stand,Printer,Audio Interface 4 in 4,Microp"
136,GEM/2025/B/6520663,Video Conferencing Camera / We...,8,2025-07-31 22:34,2025-08-11 10:00,Home Department Jammu and Kashmir,Video Conferencing Camera / Web Camera (V2)
137,GEM/2025/B/6516284,Dual Camera Premium Bag Versio...,10,2025-07-31 09:39,2025-08-11 10:00,Ministry of Defence Department of Military Affairs,Dual Camera Premium Bag Version Position Locking Drone
138,GEM/2025/B/6434280,Thermal Imaging Camera,1,2025-07-14 09:50,2025-08-11 10:00,Ministry of Education Department of Higher Education,Thermal Imaging Camera
139,GEM/2025/B/6407104,DC I7 512GB SSD WITH 16GBRAM W...,24,2025-07-18 17:54,2025-08-11 10:00,Ministry of Defence Department of Military Affairs,"DC I7 512GB SSD WITH 16GBRAM WIN11PRO 19 POINT 5 INCH DISPLAY WITH IC,CAMERA WITH AUTO ZOOM FACILIT"
140,GEM/2025/B/6521599,Rally plus camera with all har...,1,2025-08-01 10:57,2025-08-11 11:00,Ministry of Defence Department of Military Affairs,Rally plus camera with all hardware software accessories
142,GEM/2025/B/6389821,Customized AMC/CMC for Pre-own...,1,2025-07-21 10:07,2025-08-11 11:00,Ministry of Defence Department of Military Affairs,Customized AMC/CMC for Pre-owned Products - AMC OF CCTV CAMERA SYSTEMS WITH ACCESSORIES; VARIOUS; C
143,GEM/2025/B/6463402,Dashboard Camera (V2),20,2025-07-30 11:15,2025-08-11 11:00,Ministry of Defence Department of Military Affairs,Dashboard Camera (V2)
144,GEM/2025/B/6474183,GoPro Hero 12 Black Camera,6,2025-07-19 21:34,2025-08-11 11:00,Ministry of Defence Department of Military Affairs,GoPro Hero 12 Black Camera
145,GEM/2025/B/6520477,"CCTV CAMERA ADAPTER,OPTICAL FI...",525,2025-07-31 20:09,2025-08-11 11:00,Ministry of Defence Department of Military Affairs,"CCTV CAMERA ADAPTER,OPTICAL FIBER CABLE 2 CORE,4K MULTIVIEWER SWITCH,CCTV CAMERA,CAT 6 UTP CABLE,DV"
146,GEM/2025/B/6516045,"Camera for CCTV System (V3),Vi...",16,2025-07-31 19:35,2025-08-11 11:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
147,GEM/2025/B/6516038,"Camera for CCTV System (V3),Vi...",7,2025-07-31 19:34,2025-08-11 11:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
148,GEM/2025/B/6515466,Video Recorder for CCTV System...,42,2025-07-31 10:50,2025-08-11 11:00,urban development and housing department,"Video Recorder for CCTV System (V2),Camera for CCTV System (V3)"
149,GEM/2025/B/6516816,"Camera 360 degree,Control Unit...",18,2025-07-31 10:55,2025-08-11 11:00,Ministry of Defence Department of Military Affairs,"Camera 360 degree,Control Unit,Display Monitor,Wiring Connectors,Memory Storage"
150,GEM/2025/B/6516599,IP CAMERA WITH ACCESSORIES,4,2025-07-31 11:03,2025-08-11 11:00,Ministry of Defence Department of Military Affairs,IP CAMERA WITH ACCESSORIES
151,GEM/2025/B/6363757,"Camera for CCTV System (V3),Ca...",150,2025-07-25 10:00,2025-08-11 11:00,PMO Department of Atomic Energy,"Camera for CCTV System (V3),Camera for CCTV System (V3)"
152,GEM/2025/B/6521678,"Dashboard Camera,Charging Cabl...",13,2025-08-01 11:58,2025-08-11 12:00,Ministry of Defence Department of Military Affairs,"Dashboard Camera,Charging Cable,Display,Adopter,Standing Steam Iron"
153,GEM/2025/B/6351029,"Camera for CCTV System (V3),Vi...",7,2025-07-21 09:57,2025-08-11 12:00,Ministry of Defence Department of Military Affairs,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
154,GEM/2025/B/6330601,Video Conferencing Camera / We...,612,2025-07-21 09:44,2025-08-11 12:00,Ministry of Defence Department of Military Affairs,"Video Conferencing Camera / Web Camera (V2),Cat 6 Cable for Indoor Use"
155,GEM/2025/B/6457681,Digital Camera,1,2025-07-19 13:45,2025-08-11 12:00,Ministry of Defence Department of Defence Production,Digital Camera
156,GEM/2025/B/6494343,"Video Conferencing System,Mana...",34,2025-07-31 12:21,2025-08-11 12:00,Ministry of Defence Department of Military Affairs,"Video Conferencing System,Managed Desktop Switch,Smart Camera 4K,IP Table Microphone,Touch Controll"
157,GEM/2025/B/6475131,Video Conferencing Camera / We...,11,2025-07-31 11:10,2025-08-11 12:00,Ministry of Defence Department of Military Affairs,"Video Conferencing Camera / Web Camera (V2),Interactive Panels with CPU,Mobile Jammer,Lighting and "
158,GEM/2025/B/6495009,"Carbon Fiber Quadcopter Frame,...",53,2025-07-25 11:30,2025-08-11 12:00,Ministry of Defence Department of Military Affairs,"Carbon Fiber Quadcopter Frame,Stack,Motors,4S Li-ion battery,2.5 W 5.8 Ghz VTX,Cmos 1500TVL FPV Min"
159,GEM/2025/B/6522515,"4MP IP Camera,16 Ch NVR,Harddi...",1256,2025-08-01 12:48,2025-08-11 13:00,Ministry of Communications Department of Telecommunications (DOT),"4MP IP Camera,16 Ch NVR,Harddisk Storage,PoE Switch,Cat Cable,HDMI Cable,Monitor,Server Rack,PVC co"
160,GEM/2025/B/6522362,AMC of Integrated Security and...,1,2025-08-01 12:35,2025-08-11 13:00,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,"AMC of Integrated Security and Surveillance System - Theft Prevention, Remote Video Monitoring, Mon"
161,GEM/2025/B/6500968,"Vinyl Printing with Adhesive,S...",108468,2025-07-26 17:13,2025-08-11 13:00,Ministry of Petroleum and Natural Gas NA,"Vinyl Printing with Adhesive,Supply of Flex Banners,Supply Flex on Hoardings,Supply and Fixing of S"
162,GEM/2025/B/6512893,D. B. CAMERA WITH MEMORY CARD ...,5,2025-07-31 18:00,2025-08-11 13:00,Ministry of Defence Department of Military Affairs,D. B. CAMERA WITH MEMORY CARD AND CHARGING ADOPTER
163,GEM/2025/B/6512154,Camera for CCTV System (V3),16,2025-07-31 12:27,2025-08-11 13:00,Rural Development Department Gujarat,Camera for CCTV System (V3)
164,GEM/2025/B/6513101,"4MP STQC IP Camera,NVR 32 Chan...",938,2025-07-30 12:45,2025-08-11 13:00,Ministry of Defence Department of Military Affairs,"4MP STQC IP Camera,NVR 32 Channel,4 Port POE with 2 SFP Port,SFP Module 1G 20 Km,4 TB HDD,4U Rack,P"
165,GEM/2025/B/6512838,Camera Housing all weather cam...,50,2025-07-30 12:23,2025-08-11 13:00,Ministry of Defence Department of Military Affairs,Camera Housing all weather camera cover
166,GEM/2025/B/6476205,2 Megapixel Outdoor Colour Dom...,264,2025-07-21 13:06,2025-08-11 13:00,Ministry of Civil Aviation Airports Authority of India (AAI),"2 Megapixel Outdoor Colour Dome PTZ Camera, Infinova or V1772N T, I Year,2 Megapixel Outdoor Colour"
167,GEM/2025/B/6517689,"Body Camera,Voltas AC 1 ton 3 ...",96,2025-07-31 13:01,2025-08-11 13:00,Ministry of Defence Department of Military Affairs,"Body Camera,Voltas AC 1 ton 3 star,Clezaro golden silver dori,Fencing Jali,Tunga aerospace industri"
168,GEM/2025/B/6517557,Canon Camera,1,2025-07-31 12:52,2025-08-11 13:00,Ministry of Defence Department of Military Affairs,Canon Camera
169,GEM/2025/B/6517930,Camera for CCTV System (V3),40,2025-08-01 12:00,2025-08-11 14:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
170,GEM/2025/B/6517930,Camera for CCTV System (V3),40,2025-08-01 12:00,2025-08-11 14:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
171,GEM/2025/B/6460838,"PTZ Camera,Out Door Camera,NVR...",647,2025-07-26 13:45,2025-08-11 14:00,Ministry of Defence Department of Military Affairs,"PTZ Camera,Out Door Camera,NVR 32 Port,UTP Cable,PoE Switch,HDD 10 TB,LED TV 65 Inch,Installation C"
172,GEM/2025/B/6505072,"FPV,CAMERA,GOGGLE,REMOTE CONTR...",7,2025-07-31 13:34,2025-08-11 14:00,Ministry of Defence Department of Military Affairs,"FPV,CAMERA,GOGGLE,REMOTE CONTROLLER,CHARGING UNIT,LIGHTING CABLE"
173,GEM/2025/B/6360973,High Resolution Camera with 12...,13,2025-07-31 13:19,2025-08-11 14:00,Ministry of Defence Department of Military Affairs,"High Resolution Camera with 125X Zoom,800 MM VR Superelephoto Lens,2 X Tele Converter Lens,Camera B"
174,GEM/2025/B/6516063,"Networking / Server Rack,Camer...",7,2025-07-31 19:34,2025-08-11 14:00,Panchayats and Rural Housing Department Gujarat,"Networking / Server Rack,Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
175,GEM/2025/B/6516062,"Camera for CCTV System (V3),Vi...",7,2025-07-31 19:32,2025-08-11 14:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
176,GEM/2025/B/6516061,"Camera for CCTV System (V3),Vi...",19,2025-07-31 19:33,2025-08-11 14:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
177,GEM/2025/B/6516058,"Camera for CCTV System (V3),Vi...",19,2025-07-31 19:33,2025-08-11 14:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
178,GEM/2025/B/6516056,"Camera for CCTV System (V3),Vi...",7,2025-07-31 19:31,2025-08-11 14:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
179,GEM/2025/B/6354403,Web Camera As Per UIDAI Specif...,2734,2025-06-20 17:40,2025-08-11 14:00,Home Department Odisha,Web Camera As Per UIDAI Specification
180,GEM/2025/B/6359546,"PTZ Camera,Bullet Camera,16 ch...",14146,2025-07-17 13:15,2025-08-11 14:00,Ministry of Defence Department of Military Affairs,"PTZ Camera,Bullet Camera,16 ch NVR,Optical Fibre Cable,Hard Disk 4 TB,Instln Charges,POE Switch,Med"
181,GEM/2025/B/6509130,"Display Screen,VC Conference C...",18,2025-08-01 14:02,2025-08-11 15:00,PMO Department of Atomic Energy,"Display Screen,VC Conference Camera,Echo Cancellation Device,Conference System Wireless,Conference "
183,GEM/2025/B/6456455,"Fixed Bullet IP Camera,Network...",12165,2025-08-01 13:17,2025-08-11 15:00,Ministry of Defence Department of Military Affairs,"Fixed Bullet IP Camera,Network video Recorder,VMS Software,HARD DISC,POE Access Switch,Power Cable,"
184,GEM/2025/B/6481994,"Camera for CCTV System (V3),Ca...",2077,2025-07-22 14:59,2025-08-11 15:00,Youth Services and Sports and Technical Education Department Jammu and Kashmir,"Camera for CCTV System (V3),Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Televis"
186,GEM/2025/B/6460884,Video Conferencing Camera / We...,20,2025-07-21 14:09,2025-08-11 15:00,Revenue Department Madhya Pradesh,"Video Conferencing Camera / Web Camera (V2),All in One PC (V2),Television (TV) (V2),Online UPS (V2)"
187,GEM/2025/B/6516064,"Networking / Server Rack,Camer...",19,2025-07-31 19:31,2025-08-11 15:00,Panchayats and Rural Housing Department Gujarat,"Networking / Server Rack,Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
188,GEM/2025/B/6516053,"Camera for CCTV System (V3),Vi...",10,2025-07-31 19:30,2025-08-11 15:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
189,GEM/2025/B/6516049,"Camera for CCTV System (V3),Vi...",9,2025-07-31 19:29,2025-08-11 15:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Networking / Server Rack"
190,GEM/2025/B/6443683,Video Recorder for CCTV System...,275,2025-07-21 14:56,2025-08-11 15:00,Ministry of Housing & Urban Affairs (MoHUA) Ministry of Housing and Urban Affairs,"Video Recorder for CCTV System (V2),Video Recorder for CCTV System (V2),Camera for CCTV System (V3)"
195,GEM/2025/B/6372112,Access Control Device Face Fin...,163,2025-07-04 18:25,2025-08-11 16:00,Ministry of Defence Department of Military Affairs,"Access Control Device Face Finger Card Pin,EM Lock,L Bracket,Exit Reader,Access Control Software,Rf"
196,GEM/2025/B/6518895,"Camera for CCTV System (V3),Ca...",809,2025-07-31 15:38,2025-08-11 16:00,School and Mass Education Department Odisha,"Camera for CCTV System (V3),Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Cables "
197,GEM/2025/B/6518853,Camera Trap / Trail Camera (V2...,50,2025-07-31 15:25,2025-08-11 16:00,Forest and Environment Department Odisha,Camera Trap / Trail Camera (V2)
198,GEM/2025/B/6489973,"Supply, Installation, Commissi...",2,2025-07-24 14:35,2025-08-11 16:00,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,"Supply, Installation, Commissioning and Maintenance of the IP PTZ CCTV camera systems for LARA,Supp"
199,GEM/2025/B/6402069,D7500 CAMERA NIKON,1,2025-07-21 17:00,2025-08-11 17:00,Ministry of Home Affairs Central Armed Police Forces,D7500 CAMERA NIKON
200,GEM/2025/B/6515922,"Recharge Bty for LEO Jammer,LE...",44,2025-07-30 21:43,2025-08-11 17:00,Ministry of Defence Department of Military Affairs,"Recharge Bty for LEO Jammer,LEO Bty Charger,LEO Jammer Bty Remote,Recharge Bty for Libra Jammer,Lib"
201,GEM/2025/B/6475895,CAMERA,1,2025-07-21 14:54,2025-08-11 17:00,Ministry of Defence Department of Defence Production,CAMERA
202,GEM/2025/B/6415334,"Camera for CCTV System (V3),Ca...",123,2025-07-14 11:56,2025-08-11 17:00,Ministry of Education Department of Higher Education,"Camera for CCTV System (V3),Camera for CCTV System (V3),Camera for CCTV System (V3),Camera for CCTV"
203,GEM/2025/B/6519364,"Hand held metal detector,High ...",3,2025-08-01 09:07,2025-08-11 18:00,Ministry of Defence Department of Military Affairs,"Hand held metal detector,High quality chest mounted camera with recorder"
204,GEM/2025/B/6514894,"Camera for CCTV System (V3),Ca...",260,2025-07-30 17:30,2025-08-11 18:00,Home Prohibition and Excise Department Tamil Nadu,"Camera for CCTV System (V3),Camera for CCTV System (V3),Camera for CCTV System (V3),Video Recorder "
205,GEM/2025/B/6479455,"CCTV CAMERA,32 CHANNEL NVR,POE...",160,2025-07-21 23:20,2025-08-11 18:00,Home Department Madhya Pradesh,"CCTV CAMERA,32 CHANNEL NVR,POE SWITCH 4 PORT,POE SWITCH 8 PORT,HARD DISK 8 TB,PVC BOX,CAT 6 OUTDOOR"
206,GEM/2025/B/6478615,PURCHASE OPEN RO SYSTEM YEAR 2...,7,2025-07-21 17:38,2025-08-11 18:00,Ministry of Panchayati Raj BLOCK DEVELOPMENT OFFICE,"PURCHASE OPEN RO SYSTEM YEAR 23-24 AT VP KHIRWAD,PURCHASE WATER COOLER YEAR 23-24 AT VP KHIRWAD,INS"
207,GEM/2025/B/6442930,"HDMI Switcher,PTZ camera,Track...",745,2025-07-21 17:41,2025-08-11 18:00,Ministry of Home Affairs Department of Home,"HDMI Switcher,PTZ camera,Tracking Camera,HD Recorder,mount for camera,HDMI and Audio to USB Scaling"
208,GEM/2025/B/6525164,"PROPELLER FOR DRONE,DAY CAMERA...",8,2025-08-01 18:38,2025-08-11 19:00,Ministry of Defence Department of Military Affairs,"PROPELLER FOR DRONE,DAY CAMERA FOR DRONE,MOTOR FOR DRONE,DRONE AIR FRAM"
210,GEM/2025/B/6478779,"32 CH NVR with 2 SATA Slot,16C...",13014,2025-07-21 18:29,2025-08-11 19:00,Ministry of Minority Affairs NA,"32 CH NVR with 2 SATA Slot,16CH NVR with 02 SATA SLOT,5MP fixed dome cameras for inside buildings,5"
211,GEM/2025/B/6478574,Camera for CCTV System (V3),1,2025-07-21 18:44,2025-08-11 19:00,Ministry of Civil Aviation Airports Authority of India (AAI),Camera for CCTV System (V3)
212,GEM/2025/B/6520305,Unified Communication and Coll...,2,2025-07-31 18:57,2025-08-11 19:00,Ministry of Defence Department of Military Affairs,Unified Communication and Collaboration Camera For Conf Hall
213,GEM/2025/B/6520120,Camera for CCTV System (V3),7,2025-07-31 18:12,2025-08-11 19:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
214,GEM/2025/B/6498187,Video Conferencing Camera / We...,4,2025-07-25 18:16,2025-08-11 19:00,Land and Land Reforms Department West Bengal,"Video Conferencing Camera / Web Camera (V2),Portable PA System"
215,GEM/2025/B/6501994,DIY Training Aeromodel Basic C...,1,2025-08-01 19:48,2025-08-11 20:00,Ministry of Defence Department of Military Affairs,DIY Training Aeromodel Basic Combo with Two Axis Camera Gimbal
216,GEM/2025/B/6498421,Fixed wing Drone with accessor...,21,2025-08-01 19:15,2025-08-11 20:00,Ministry of Defence Department of Military Affairs,"Fixed wing Drone with accessories,BLDC Motor with Propeller,Electronic Speed Controller,Flight cont"
217,GEM/2025/B/6498068,"Drone for Fabrication,BLDC Mot...",28,2025-08-01 19:11,2025-08-11 20:00,Ministry of Defence Department of Military Affairs,"Drone for Fabrication,BLDC Motor with Propeller,Flight controller with electronic Speed Controller,"
218,GEM/2025/B/6525256,"Battery Strap,FPV Camera Analo...",48,2025-08-01 19:08,2025-08-11 20:00,Ministry of Defence Department of Military Affairs,"Battery Strap,FPV Camera Analog IR Sensitive,FPV Goggles Analog Compatible,Analog Compatible Charge"
219,GEM/2025/B/6525137,"Camera for CCTV System (V3),Vi...",47,2025-08-01 19:22,2025-08-11 20:00,Local Administration Department Puducherry,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Camera for CCTV System (V3)"
220,GEM/2025/B/6501800,desktop computer for standalon...,13,2025-07-31 19:37,2025-08-11 20:00,Ministry of Defence Department of Military Affairs,"desktop computer for standalone and adn pc,visualizer,Projection system,Motorised screen 7x5,Networ"
221,GEM/2025/B/6476068,Standalone Computer Core i7 16...,28,2025-07-31 19:15,2025-08-11 20:00,Ministry of Defence Department of Military Affairs,"Standalone Computer Core i7 16GB 1TB SSD DVD RW 23.8 LED Win 11 Pro,Workstation Core i9 32GB 1TB SS"
222,GEM/2025/B/6393543,"PTZ Camera 100 mt,License Plat...",48653,2025-07-26 16:33,2025-08-11 21:00,Ministry of Defence Department of Military Affairs,"PTZ Camera 100 mt,License Plate Camera,Bullet Camera,32 channel NVR,HDD 2 TB,NAS 8 TB,35 inch Displ"
223,GEM/2025/B/6431858,PROCUREMENT OF BODY CAMERAS,20,2025-07-21 20:31,2025-08-11 21:00,Ministry of Defence Department of Military Affairs,PROCUREMENT OF BODY CAMERAS
225,GEM/2025/B/6454363,"Camera for CCTV System (V3),Vi...",4185,2025-07-25 19:48,2025-08-11 21:00,Ministry of Defence Department of Military Affairs,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Cables suitable for CCTV System (Ac"
226,GEM/2025/B/6470963,PX4TP700 2 Kg Payload with day...,6,2025-08-02 00:07,2025-08-12 09:00,Ministry of Defence Department of Military Affairs,"PX4TP700 2 Kg Payload with day and night camera drone,Hexacopter Drone H12 Mark I with 2 batteries,"
227,GEM/2025/B/6451392,"Camera for CCTV System (V3),Vi...",11,2025-07-17 17:11,2025-08-12 09:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
228,GEM/2025/B/6461054,"Camera for CCTV System (V3),Vi...",11,2025-07-17 17:28,2025-08-12 09:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
229,GEM/2025/B/6460964,"Camera for CCTV System (V3),Vi...",11,2025-07-17 17:34,2025-08-12 09:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
230,GEM/2025/B/6422669,"Supply Of Server (1No) , Stora...",2,2025-07-15 17:22,2025-08-12 09:00,PMO Department of Atomic Energy,"Supply Of Server (1No) , Storage (suitable Configuration For 200 CCTV Cameras As Per Attached Specs"
231,GEM/2025/B/6524726,"Dry Erase Writing Boards (V3),...",447,2025-08-01 17:24,2025-08-12 10:00,Ministry of Defence Department of Military Affairs,"Dry Erase Writing Boards (V3),Engagement stand,Water Bottle,Water Bottle stand,Appointment Board Gl"
232,GEM/2025/B/6477523,4 kg payload 6axis articulated...,26,2025-07-21 15:12,2025-08-12 10:00,Ministry of Micro Small and Medium Enterprises Ministry of Micro Small and Medium Enterprises,"4 kg payload 6axis articulated industrial robot,Industrial standard controller with teach pendant,V"
233,GEM/2025/B/6466472,10 inch carbon fiber quadcopte...,6,2025-07-18 09:56,2025-08-12 10:00,Ministry of Defence Department of Military Affairs,"10 inch carbon fiber quadcopter frame,650mm foldable quadcopter frame,high resolution 4k 4096 x 216"
234,GEM/2025/B/6436075,Video Recorder for CCTV System...,15,2025-07-15 08:54,2025-08-12 10:00,Ministry of Mines Materials,"Video Recorder for CCTV System (V2),Video Recorder for CCTV System (V2),Camera for CCTV System (V3)"
235,GEM/2025/B/6500274,"Fixed Dome IP Camera,Fixed Bul...",777,2025-08-01 21:28,2025-08-12 11:00,Ministry of Defence Department of Military Affairs,"Fixed Dome IP Camera,Fixed Bullet IP Camera,Network Video Recorder,Cable,Switch,Switch,Hard Disc,Co"
236,GEM/2025/B/6521316,Camera for CCTV System (V3),8,2025-08-01 10:17,2025-08-12 11:00,Ministry of Defence Department of Military Affairs,Camera for CCTV System (V3)
237,GEM/2025/B/6480054,Provision of CCTV Camera and a...,4,2025-07-22 10:14,2025-08-12 11:00,Ministry of Defence Department of Military Affairs,Provision of CCTV Camera and accessories
238,GEM/2025/B/6469177,Repair and installation of PTZ...,2,2025-07-24 14:40,2025-08-12 11:00,Ministry of Defence Department of Military Affairs,Repair and installation of PTZ Camera (CCTV System)
239,GEM/2025/B/6470813,Video Conferencing Camera / We...,16,2025-07-31 15:12,2025-08-12 11:00,General Administration Department Madhya Pradesh,"Video Conferencing Camera / Web Camera (V2),Television (TV) (V2),Online UPS (V2),All in One PC (V2)"
240,GEM/2025/B/6474215,"2 MP Bullet camera,2MP Motoriz...",37,2025-07-21 11:11,2025-08-12 11:00,Ministry of Home Affairs NA,"2 MP Bullet camera,2MP Motorized PAN TILT ZOOM with IR Camera,16 channel NVR with HDD,32 inch LED m"
241,GEM/2025/B/6501045,"Camera for CCTV System (V3),Vi...",21,2025-07-28 10:46,2025-08-12 12:00,Panchayats and Rural Housing Department Gujarat,"Camera for CCTV System (V3),Video Recorder for CCTV System (V2)"
242,GEM/2025/B/6495673,"NVR 64 Channel,4MP Bullet IP C...",426,2025-07-28 11:24,2025-08-12 12:00,Department of Panchayati Raj,"NVR 64 Channel,4MP Bullet IP Camera Color,PoE Switch 4 Port - 2 SFP,Hard Disk 4TB,SFP Module,6U Met"
243,GEM/2025/B/6505889,"High End Server,Biometric Entr...",5012,2025-08-01 12:03,2025-08-12 12:00,Ministry of Defence Department of Military Affairs,"High End Server,Biometric Entry Exit System,Display Unit,IP Surveillance Camera Setup of 20 Cameras"
244,GEM/2025/B/6504754,"Camera for CCTV System (V3),Ca...",1312,2025-08-02 09:38,2025-08-12 12:00,Ministry of Defence Department of Military Affairs,"Camera for CCTV System (V3),Camera for CCTV System (V3),Video Recorder for CCTV System (V2),Fibre C"
245,GEM/2025/B/6440118,Camera for CCTV System (V3),1,2025-08-02 11:03,2025-08-12 12:00,Panchayats and Rural Housing Department Gujarat,Camera for CCTV System (V3)
246,GEM/2025/B/6526341,"Rear Camera,Charging Cable,Dis...",12,2025-08-02 12:04,2025-08-12 12:00,Ministry of Defence Department of Military Affairs,"Rear Camera,Charging Cable,Display,Adopter,Grass Cutting Wire"
